Comments,Label
 well said srinivasan sir   rendu jathi than panam irukaravan panam illadhavan avolo idhan indha makkal purunjukanum   thappa thappaa parunga jathi vechu thavara pirikathinga pl     ,7
 gh wb  ungomma seal    un pondatti seal   un lover seal   un ponnu seal   in akka thangachi seal   ella sealaium naanthanda kilichen    pundaya kilichi anupiren   poi nalla villakku pudichiu paaru da kandara oli mavane,5
 chaina karanunga virus    a uruvakkaravanungala irukanunga  aana avanungaluku onnum aaga mattukuthu  ,1
 iyo bro enna eppati panringa appati gana aaitapporinga eppati prank pannathinga nallalla,7
 unmai pengalin manadhai vinjiya thirunangai dheivam anna,7
 yaaraiyaavadhu asingama thittanu na h raja nu sollunga,6
 aandal thaai ku paadupadriya aasifa oru pen dhanea sisu kuzhandhai dhanea koilea vachi panagalea avanugla enna pesna ne devid paiyaa,6
 do some video for barbarian region sir,7
 stupid dopes n dopes wasting our time,7
 china  vai  ulahanaaduhallil  irunthu thanimaip  paduththanum ,1
 intha mari   ah tamilnadu patha serupa kaladi adinka   thividiya punda       nelam tamil pesura d munda   tamil language than d kevalam   ,0
 vera level keep it up,7
 ivaragalai theru nai pola oda oda kallal adikanum,6
 concept lam superb than but script mariyae irukae pesurathu elamae,7
 sree vidhya  no its made legal,7
 podi p    nee nattai pathi pesatha muthalla nee marudi mundaa,3
 ivanga girl la boy ya  illa lesbian woman  ,3
 be a gay      proud to a gay  ,7
 ama ama  ithuvae innum mudiyala   aduthathuku ready panitanga   ,7
 dei chappa mookkanugala    uzhagathe azhikkame vida mattingalada  vaile nalla varudhu thitta mudile ellarum comments pappangale ,1
 hi hi pon namer sent me,7
 hari haran t  u send dear,7
 aiyoooo avalavu paasamm thaan naan feel pandrean    love thirunangai amma,4
 priya magi  enaku neenga msg panathu puriyala,7
 day echa baadu manamketta echa sooru,6
 h  raja sunniya umbuda simon devudiya magany,6
 one simple question to all  avanga apdi nu theriyum ungaluku  avangala thirutha enna panninga neenga  adha pathi ungaluku full ah theriyuma  apram epdi neenga pesalam ,2
 sai divya sai divya   ,7
 shinchan shinchan  bro kova padathinga   yaaraium avanga unarvukalai vachi kindal panna thinga    athaa naa solla varen     avanga la appdiye vittudunga   ,2
 world sbest       i have ever seen,7
 hi anna na lawyer tan enku call panuga           ,7
 kullakkalukku appu adikkathanda modiya elect seithullarkal   kullakkal pakistan povadu nallathu ,1
 seemaan jathiya veraruppomnu sollittu jaathiya vachae support vaanguvaapilla  verum vaaichavadaaal  innum ethanai varusham aanaalum deposit vaanga maattaar,7
 mani bro vara level acting bro sama   ,7
 avanga sonna point correct     but idhulae karu pazhaniyappan sir oda mooka udaikira maari edhuvum illaiyae  ,7
 pras ragul  neeinga yaru bro,7
 neraya ponunga unmaya jealous ah feel panuvanga,7
 m k but your jaadhi kaaranga laiding a condition that neenga work panra idathula fulla unga jaadhi aalunga dhaan irukanum security to cleaning to management,7
 charles manson pathi solunga bro,7
 who is bihar panri h raja is tamilan ,7
 babu natarajan  u age machi,7
 andaal periya pundaya thevedeyada avaa yannada sunne adaalu  naanga apadethan pesuom yannadapannamudeum punda h kuthi magane,6
 chinavai block panunga apathan ulagam kakapadum,1
 bro epa bro part  ,7
 deepa dayanandan  hungama tv and it  also support tamil language  hope it helps,7
 vekadha   saavu dii myire un amma porandha karanam nee crt iru dii myire,5
 emma ne sapadula samparuku bathila saniya oothi sapduviya,5
 yes bro enakum andha anupavam iruku good human avanga    ,7
 madhavaraj madhavaraj  neenga thainga apram unga age enna,7
 saaathiyaa kodumaikkea suthandhiram keadaikkala innum     ithulaa ithuvearaa oru periya pirachanayaa peasureengaa,7
 attitude very osammm    ivanga yaarnu enaku theriyathu   ivanga ena panranga  ,7
 pasanga grate  gopinath   ladies an girls veast   oru amma solludhula oru ponna helicopter mims apdi ean andha ponnum sollanum perasanu thonalaya meems pottava inium poduvan appa dhan indha maari pechi koraium k thirundhunga manushan manushiya marunga chi,5
 evanum farn la iruthu varavana medical test ilama indiakula alow pana kudathu cetral govt,7
 vasanth thilakendran  onnumae puriyala      ,7
 evagalae sava adikam very bad words,7
 mani kanta r mani aavigal is america solanki sir  call panalaama,7
 paari saalan um pesitaaru psbb pathi abbada  ,7
 thelivaana peachu ungal nilamai purigiradu  dr kalaingar ungalukku ottu urimai vaangi koduthaargal  thiru nangaigal enra peyar vaithaargal  arasu ungalai innum salugaigal seyavendum ,4
 sir yen pondattinga nallathe sola matangala   avanga solurathellam aduthavangala udhasina padutha thana   wife ku paasama solli puriya vaikalamla   pls change ur mindset   equal relationship is best,2
 kadalla kallapodu  moodhevi video la irukavana upset ila accept nu english ah crct pandriye un comment la pesiruka english eh thappu modhala ne english kathuko di munda kelappa,5
 sikku bro ram kuda support a iruga ,7
 pandiyan p  meet panalam dr    ,7
 karpagame   appo nee yethanai aangala dowry vaangaamalum vaangiyum kalyaanam pannikittinga    neenga solluratha paartha oru    dowry vangura aangalaiyum    dowry vaangaatha aangalaiyum kalyaanam panni vaalkaiya karaikandavanga maathiri pesuringa    neengalaam thaan samudhaayathin visha kirumigal,5
 makeup by yesu  love u anna ,7
 ennadhu ayya vairamuthu vaa poda thevudiyaapayale   avan oru fraud vibachari naai avan  poda  porambokku cheeemaan,6
 anandha babu  how are you,7
 ram krishnan namber pls    ,7
 neengal irandu perum tamil desia kangal neengal irandu perum sandai poda kudathu,4
 unakku epdiyo bro     that s  it      ,7
 dhinesh k  kandippa wait   panranga bro,7
       i think  naan e  sutheep ungala attack panraru nu nenaikure bro      ,7
 cassia     apdi ellaru iruka mataluga,7
 andal thevidiya uh pathi peasuna unaku ena ava ena unga athava,5
 kanda karumatha thinna vendiyadhu   aprm namba uyira vanga vendiyadhu   yella countries um ivana ban panunga ya  ,1
 venkat raman thirunangaigal samoogathin avamanam appadinu oru book irukku atha neenga padinga ,0
 content kum headline kum ennada realation      ,7
 hello friends ennoda channel parunga puditcha support pannunga ,7
 dhaya saran  lesbian gay periya thappu atharkku support panathinga   avunga seiura thappa niyapaduthurathukaga ithu iyarkainu kathai vitutu irukanuga    transgender mattum than iyarkai   homosexualist iyarkai kidayathu,3
     m        yogiyam illa bro so ethu better bro,7
 irunga da innum   aavathu alai innum mudiyala makkalai oru vazhi pannama vidamattanunga pola chinakkara nallarunga da,1
 i love u girl i respect u   ,7
 too nice movie        im missing my life       enakku venum oru nalla manasu     ,7
 i am venkatesh  dai inga vaa oru edama vanthu soothukattudaa potta,6
 kalyanam pandra anaivarukum kuzhanthai iruka    malatu thanmai adhigamaitu iruku athellam sari pannunga,7
 enda videole enda edathilum prank therile oru amma ode elaguna manasu thantheridu please enda video ve prank video annu solladhinge,7
    y bro      namakku gay partner kedailradhu hard tha but adhukunnu ipdi ponna namakku kallu than varum   by experience   ,7
 nala varuvanu sona odanea ipdi bonda mari vandhu iruka    ,7
 antha madam kiita solluga purusan summa adichale varathachana koduma nu solli case kudupanga,5
     s kids mind voice   ippovey ponnu kedaika  maatingudhu idhula idhu veraayaa,7
 tamil la pesuravankita kelu da solvanga,7
 ayy ar  na anuppuna  nombarla try panni parunga dear  oru vela code nombar podanumo ,7
 ethana kari than thiinuvaru pavam avaru  ,7
 bro ethu lam vera level bro                               ,7
 kavin kumar  appadiya mr kavin sorry theriyala  ,7
 tharan tamilanda  loosu i am srilankan tamil supa udayakumar write a kadudrai about ltte is terroist and paarisaalan only said seeman father name is senthamizhan and his caste is tamizh caste go that side naan unsanala ntk uruvakina tamizhnadu kodiyayum seeman support pani support paniye appave pathen comedy peisu matifu ularata avan ltte and pirabhakaranai perai tiviravatigal enru than kaduraielutinan apparam healer basker pirabhakaran oru eluminati kaikulinu ularitu tirinya oru mananoyali go and see that fool,1
 siva  u from u name,7
 kousalya ramesh  ungala vida nalla salary ah than irukum kandipa,7
     accept pannuvaggala bro sollugga ,7
 dai gopi nee one side pesatha da,7
 unga mela athiga mariyatha varuthu akka          ,7
 innonaaa gurunadha thanga mudiyala gurunadhaa corona vandhey fuse poiruchi idhula innonaa adhu enda innum vidala neenga ching mang ngala ena peru vekkira function nadathitu apram solluvanunga pavingala kolandhaingalukku peru vekiradhu poi vyadhi puyal nu peru vekkiradhuthan adhigamah iruku,1
                                                     vere vere nice speech akka uk life vere butteful akka vere vere grate                           ,7
 entha thirunangaiyum keli gindal seyyaatheergal ellam uravu sonthangalavargalukku adhavi seyungal upathiram seyyaatheergal,4
 oru ee romba ungala disturb pannuthu bro,7
 sir jathi prachaniya akkaravar petti yadukkararu  neengalum porumaiya padhil solringa ,7
 enda ne poie it la vela pakuravanta kekure satharana makkal ta kelu avan soluvan it la vela pakuravan elame mutta payala than irupan,7
 mic eduthutu tuticorin tirunelveli pakkam epadi vara maatranunga    vantha vaailaye vertuvanga ,7
 stanley thomas ungalukku irukka thalaiva,7
 antha akka manasu kodila oruththavangka     ,4
 super mithra             cl me unga kitta pesanum mithra,7
 h raja thevidya puyala vantheri badu nee yaru enga vairamuthu va thiruthu  nagal thamilar,6
 policeku  summave  chenjattalaum asanthupoiduvanga,0
 prank panrenu     ala vachutinga bro       ,7
 tnx ji but oru nalla relaltion la yaarum eppo erukurathu ella athan kastama erukku,7
 g vera level love you g,7
 athu kodma tha panapothu intha ponu nala vala porthla,7
 anna nenga nalla irukkanum anna,7
 naan tamilan h raja unnoda appava pundamone,6
 ada pavigala etha etha video podarathunu vevastha illaya ,7
 yarukkum  manasara  theengo  drogamo  ninaikya  koodaadhu  oyukkamaaa  vaayanam  manasatchikyu  nermayaaaa  yirukkanam  thannambikyaioda  yirundhu  saadhikyanam  thuymayaaaana  aaaathmaaaarthamaaaana  kadhalukku  paalina  bhedam  kidayaadhu,4
 last seen keep it up g,7
 ethu avanga virupam public nama karuthu solla vendiya avasiyam ellai,7
 niga ivlo kastathulayum ellathayum poruthu kituu life a run panringa  niga grate ,7
 gay sexukku alayuravanganu neenga asingapaduthittu vizhippunarvunu sollringa ungalukku velayatta pochu,6
 shyam sundar  kena  na ennovo panren mooditu un velaya paru     ,6
 apo nee settle avanu unake self confidence ella,7
 dhineshkumar muthusamy  i am thirupur,7
 thanthi tv badu nee mudu da venna  ,7
 sariya kelivi avalidam kekka villai,7
 madhu vanthi    madhu muchillaa vanthi,7
 super love you so much  ,7
 pls give me ur instagram i d bro,7
 k surya      nee mooduda bjpee baadu   ,6
 oru silar pandra thukkaga ellaraum solla kudathu ok jen s or ladies la evalo problem news or video watch pandrala same ok,2
 anna ninka kavalappadathinka lifela happya erukkanum kandippa unkalukku oru good bro enka erukkan    ,7
 meera transgender ah ivlo enaku theriyathu bro,7
 indha china vai yeppadiyavadhu olithu katta vendum,1
 storm breaker  ipo itana naala ninga poi soli periya ivan maatiri panni engala muneraama vachurukaila    apo atha thirupi vaangura vali tha reservation    puriyuthaa     apadi paatha    ningalu brahmin um poti poota ninga taan kammi mark edutalu munadi povinga    ni reservation kovatula pesura unaiya jaadhi veriyan nu sola mudiyathu niya purunjukitta tha undu     and inonu na paraiyar kedaiyathu   na chennai periyar iyyakam la iruke     maanavar pirivu     enoda caste nayakar caste     ok va     reservation etukaga vantuchunu mothala terinjukoo    ,2
      true  rompa sariya sollirukinka sir,4
 sonna mathiri inam konja naal la veedika than porapla,7
 super  nee nalla eruka bat my fan nee,7
 really melted one      uyiruku thudikarapa kuda enaku ena nu pora ulagathula       enaku naraya vela irukunu sonanga analum antha payan feel panavum road nu kuda pakama avan happy kaga dance lam vera level ma nega          then avan feel panranu hug panni convince panathulam great      enakum transgender lam patthu avanga kuda pesanum nu asa        unmayana care,4
 really prank video ku aludhten sema video    andha akka god manasu avanga ellam,7
 karthik anandhayava pathiyu avaroda maruntha patriyum update pannunga,7
   nimisham na apdiye shock agitan  ha ha ha,7
 dei en da ipadi pandringa sappa mukanungala chai kanda kasmaalatha thinitu disease ah spread panitu irukinga        ,1
 china porula adhigamaaa vangura makkkal namma makkkal tha avangala konna china ku ennna laban  mutaal chinakaran,1
 romba kodumaiya irukku neenga solrathu sarithan,7
 vallavan manmadhan  kavi  nee not op,7
 unga akka daiyum nalla panna sollu da,6
 deyyy thulukaaa arabia islamiya naayae,1
 yenka black sari naanga varathatchana vaangaromnu solreenga   adhukku naanga yenga wife ah ava aaisu fulla vechu paathukarom  aana neenga unga appa amma kitta vaangreengale padhilukku neenga unga appa amma va paathukareengla          ,7
 gh wb  virunthalikku porantha thevidiya payale vada  potta    ungomma pundaila en pola nalla kilichi anupiren,5
 ashik your so god da ni nalla varauva   ni ellaraum ore pole paakirigga   viththiyasam illama  pakurigga,6
 realy so nice antha akka paasam vera level   ,7
 dai porambokku h raja unna enga paththalu seruppadidhanda naye,6
 cheenavai sutri ella nadum anukundu podunga  athan pin ulaga nadukal nimmathiyaga valalaam  virainthu seyalpadungal ,1
 vg vt elorum ipadi illa oru silar mattum romba mosama nadakuranga,7
 rajasakthi raja  paavam than anna    ,7
 ada che evalukala kummala sernthu serupala adicha than,5
 kalaivani r  don t feel nichayam oru viduvu kidaikum  even my bro and friends also not getting,7
 ponna piranthu aduthavangala seeralichittu poravala vida  itha maathiri thirunangaiya poranthu yaarukkum throgam seiyaamal vaalalam,5
 negal unga life unga virupapadi valunga  athu than magilchyai tharum,4
 ravi kumar  no problem bro,7
 neya nananu title ha vechi irukalamae  ,7
 wierd         semma movie,7
 you are god s gift  mjt,7
 callgirl monika  well said ,7
 gopi ningalave onga mariyathaya kduthukiringa,7
 bayangra foolish a irku indha ennam   oru vishyatha pathi educate pana   elarum apdi aayrvangalo haha   apo school la reproduction pathi solli kudthone elarum pilla pethukitanglo poyi   arumai a irkudhe unga logic   elarum ungala maati thinking ullavanga illa   so dont worry,2
 aashiq u looks like a neeya naana gopi sir    very happy to see you     ,7
 dai tamil manar yalam hindu da nayae,7
 bala kumar bala kumar nan already padichitenga padika vendiyathu ninga than    nan nalla padichana illayanu enaku theriyum mudinja ninga parunga   ,7
 vera dialog soldra da jawa,7
 laksha prasad   ovara panna bad than,7
 avar avar thanipatta viruppam ayarum ayaraiyum manathalavil kasttapaduthamal erunthal sari                                     ,7
