Comments,Label
"	எங்கும் தமிழ்  ஆம் சகோ... சைமன் போட்டி இட்ட   தொகுதி ல யும் டெப்பாசிட் தேரவில்லை.... கொடுமை என்னவென்றால் சைமன் கூட தேரவில்லை... பாவம் சைமன்.... பா ஜா கா வாவது கொங்கு மற்றும் கன்னியாகுமரி யை வைத்து பிழைத்து கொள்ளும்....",None-of-the-above
"	நல்ல மனிதர்...உண்மை சொல்கிறார்..",None-of-the-above
"	priya priya  எங்கடா சுடுகாட்டுலயா?????",None-of-the-above
"	; தமிழர்கள் அல்லாதவர்கள் மட்டுமே தமிழகத்தை ஆள முடியும். இது தமிழர்களுக்கு ஒரு சாபமாக இருக்கலாம்!",Xenophobia
"	இந்து கடவுளை தப்பாக பேசிய வேசி மகன் வைரமுத்து சாகடிக்கப் பட வேண்டும். இந்துன்ன அவ்வளவு கேவலமா'",Misandry
"	ஜாதி இல்லனு சொல்லுரவங்க எல்லாம்",None-of-the-above
"	டேய் தே தே தே பய்யா",Misandry
"	சரிடா வெண்னெய்  எஸ்ஆர் எம் காலேஜ்ல ஐந்து மாணவிமாணவர்  தற்கொலை செய்து கொண்டது உனக்கு தெரியலையா இல்லை பச்சமுத்துவிடம் பணம் வாங்கிடடியா",None-of-the-above
"	ஒரு அம்மா கிளீ கிளீ கிழீச்ச நீ நிருந்த மாட்டையா",None-of-the-above
"	உன் பெயரே தமிழ் இல்ல நீ யார் இங்கே வந்து  ; து அந்நிய மத குள்ள நரி",None-of-the-above
"	குற்றம் குற்றமே அரசியல் தேவை இல்லை !!!!",None-of-the-above
"	ஆனந் ஸ்ரீனிவாசன்  அவர்கள் ஒரு காங்கிரஸ் காரர் அதனால் தான்  நியாயமாக பேசுகிறார்!",None-of-the-above
"	bose bose  உங்களுடைய உண்மையான ஜாதி பெயரை சொல்ல வெட்டப்பட்டு தாய்வாக எண்ணி மறைத்து தேவர் என்கிற அடை மொழிக்குள் ஒளிந்து கொள்ளும் நீங்கள் எப்படி உயர் வான ஜாதியாக இருக்க முடியும்",None-of-the-above
"	இது ஊறுகாய் போன்றது... ஊறுகாய் ஒருபோதும் food ஆகாது....example...ram ருத்ரா",None-of-the-above
"	காமெடி என்ற பெயரில் லூசு மாதிரி பேசிட்டு இருக்க",None-of-the-above
